0 0001010111121111121112112112212221222232222323333303303030303033003033003003121212121212112121211100000003003303303333333322
0 000112112122122121211010010000003030303323333233030101010111111121121212121221222221232223232323233303303303030303003003
0 00011010010111111112112112112121222223233332333330333303303303031211121121110110100303033303033333232222
0 000001101111011111121112121122122122223232332333333330330330330030031212222112121112111111011010100030030303303333333333332322
0 00000110110111112111212112212121230303030303303330333233323212122221011221221212112111111101030000122122222323323333033033033030303030303003
0 001000001222222212121111111011001010001000300030303333332233223230001010110110111112121212222123222222323232233233233303230330300303
0 00000010010000001010101011011111121121212121222222223223232323323323333333333303121110111110111010101001000300030330330333233232323222121122333032223222
0 0001111111111211211122112121222212222232323333303033033030330300330030010303121212121121212112112101000003003003303032303223333332
0 00001111012111121121121212121212122212222322333303303303030303030303030303031221212121212121121212112101000300030303030330330330333322
0 00000100101010110110111112121212121212221222232232332332333333033033033030031221211212111112101110101000030323232330101000030333233003323232323222
0 000100101010111012112121221212121212212122122223232333330330330330303030303030031222121212112121121211111030030030030303030300330332332232
0 0001011111111121121211212121221221222223233303303033030330303033030303031121211212121121121100300030303303033333032322
0 00000001001101101111211211212221212121232212232232232332333300330303300330030312212121221121211001003003000303030333332222
0 0001001010101101111011211112122121212222232232323232323333033230333030303000031221211011121101010100103003003003333323323323222222
0 0001011011110112111111211221212221222223223333230303303303030303303030331212121121211211110301030030330333333332
0 0001001001011111121111211212112121222232332333323330333033303303031211211111110110030330303330303333222222
0 00010111111111211212121212121221221222223330330330303303033003303033030311212121211212121121212110030030003030303303303303323322
1 00111121121111211121121111122323333030333303333033033033
1 0011121112121121211212112112121122333303030330303303033030330333
1 000122121121121121121121111111122333333303303303303330303303
1 011111111011111111110121223333233333333333333303
1 0111112111111111111111232333333033333333330333
1 00111121121121121112121112121212232330303330303303030330333033030123
1 01111112111111211111211122333330333033333033333303
1 01111101112111111111030000001112222222212222232222330000000333303333303332212222330003030303
1 000111211112112111211211211211222333033303033033303033303333
1 00112111121112112112112112121212333033030303303303330333032303
1 000001112112111212111121121211212122323033033033033033033033033323
1 001101111011111111011101012122323333233333333323332333
1 00100121211101111111111111212233333333333333333333
1 00111111111211121121121121122330333033033033303333323303
1 00111111111111111111112233333333333333333333
1 0012111112111121112101211101122332330332303330333303333033
1 010111111111111121111121223333333033333303333333
1 00110111111121121112112111122223033330333033333033333033
1 00011121121211211212112121121112122232333003033030330330303303033303
1 00111112111211111121111112323303333333333033303333
1 011011111111110111121111223333033333233333333333
1 0010121121121121111211112112112233330303333303333033033033
1 010122111112111211211212112111223330330330330303330330333033
2 000000010101010111111211101100101111222322332233212212212222322333330030003003000333332222232333
2 0000101011111121111011011223223221212122122122122223233333003030030003000003033033322212221222330330030003
2 000110111112121121211010101123232223212212122122121222333303030003000003030303030330333221221232330300031221212100303003003222
2 00001010101111111121211210110101122323232212212212222323333030330030000101000330303333323232322212211232303030031212111003000303323222
2 0010101011011211112111010110111223332332321212121221222233333030300300000033033333232322212212123303030003122121121000003033032322
2 000000010111112121121210000000001112222222223223222222223233030000000300303033221223223303
2 000010111111211121121121100101011222232221222222222223030030003000030330330333033322112212121222330303033033030003
2 0000100101101111111211212121000011222122221222330303030303030330333332323232122333
2 0000010010101011101121111101101011223323232121212122122223230330303003000030303333233323223222222122303003122122110003030332
2 00001010111111112110001000101123222232223221212212122222323330303000000000330333333223212212221232303003000312110030033222
2 0001001011101211111212112121001001000001212223222322322212221222232333030300000010030330303333333232222122121233030300031221100003032322
2 0001111121121121121211221212100000000001212222222122222333030303030303033030330333321222121222303030030003
2 0010100100110111111111010112232221212212122232332330330003000003303333232322212121222333303003031032
2 000010010111011121112111010101101123232232322121222222323033030030000030333333323223212221211123230303303003121000303222
2 000001010111121212121221212212121100000030001001012222222221222122232330333033030300303003030033322221212323303003
3 0000000101011211221100010101011011112121122222222222222222303300000100010000300303333323222322122222122323033000303030030322222212222122330300030003
3 000000010111112121101011111212121212212222222322323333001101000000030303033322223230303003303332211123223333
3 000001001010111212122121010010010101121121212222222232232233230001010000000003332232322232333030300303322222232303
3 0001011211212121210101010112112122121221222222322333300000112221000000300300330332322221222330300030303030332122122330030303
3 00000100010010000111112110111111121122122222222223223233333010110100010000003003303323322222122222333033030100000003323222223222222333
3 00103001001112121212110111112121212122122122222223232330303001001001000303003303323222222330030103003030303322122221221222330003003003101000322322
3 000000001001011121011101111121212121221222122222323233000000003003303030332212221222323330003000332222122122232303030303
3 010111121212100100001010112112212212222223232233001010000003003332223222232323000303303222212221222222303000030003000003
3 00000100111212122122211010101011011111212222223223233303011100100003333232323232333030300030332212222212232303000003
3 000000100010101211221210100110101101121121221222232330000103033032332323222222323030003003030322322222221222330003
3 000100111011121110101011121121212212222223223223233000100100000030330323232223233003030322222233300303
3 0000001112112212101010101111212121221222212222212222333000000300003000303033323222222223303000300300303222122222232300000003
3 00000100011011121122121210110111121212122222222232322333330100101000000303032322223330030003033032321222121212233333003003
3 00000001010011111221122210100001010112112212212221222223330100003000300333322222222222303003000300300330323223222221221232303003
3 000000000010101121211221210000000000100101111212121222222223233300110000003033322322222222212232233003030303030322222321232323
3 00000010111212121221210110111012112121221223223233001000303033323232232330030030030033222212221233030003
3 0001000010111210101011101211121121212122222223333000000033030332322212232333030332232333
3 00010001011011121121001001101101121221222212222222332303011000000300030332323222222222333003000303003232232221233303
3 0000001111121212212111111211212221222232222323230300010000300003032232222123233303000000003032233303
4 001011111011030103333300110111011111111011112223333332333232221232332333333233
4 00111211211000300303033030300010121221121212121211212121211121212122333030330330303222322323033030303303
4 001111121121121121212121211211212233333030333222322121223233030303030303030300011111212210001030330303303303
4 001121211211110003330330330330010121121112111001212221112111112232333303303232223233033303330303
4 0011211121211000010003303303303030111211211011212121211111212233333033322232222221222233030003030303033303
4 0112112111210112211212112112112122330330330330332223223303033030301111211000330330330303
4 011101111110012121111101211123333233322222232333333323303030101121111111000033330333332303
4 000101211211210030000033033033000112121111211211211121111121223333303333332122222232330330303333
4 000111101110100100003333333300110111011100101212121101111212232333333322222322223233233233332303
4 001211121111111010111210111122323333223222332233330300111101010333333333033303
4 0011112111111211211121111122333330333322223223233303303301012111100100030333303333
4 0011121121112101003000003033033330111111111111111101212233333333332212222122322323330303333033
4 0111111112110111211111112233333332322322222122233033033033330101111210010000033033333303
4 0111111121121112111211112122333303303332222122232303330330330330011211121121003000003303330333
4 001121121121112112121121211121212233330303032322222212122233300303030330303011121121000001003033303303303033
4 0101211121121121000300033333001111111111211111122333333333221221221222333030330330303330331032
4 0012111211211121121121121121112223033033033322122223222233033030330301112112101000003003030330330330331032
4 001121111121111111211110121223233333033330322212222223233303330300111211100003003030333303
4 001121211212112110000121222222121211212121212330303303033222221223330030330303001121211000030303030330303303
4 001211121211211121211211212111212330333033222222323330333033300111211211010000030303303303303033
4 00121121121121121003003033033030301121121211121211211211121123330333033032222333033033033033
4 001111101111111111111121223333333321222222222323333033033303010111211100030001033332333303
4 000112121211100000330333001111121112111111121121223233033303330322222323233033303033
4 00111111111111001221211111122303233332221222222323033330333333010111112101000000303333333333
4 0010121121111101121211111111222333303233221222122222232233330303030303030300303000112122121211221212121010300000300300333330333033
5 001210122221222222222122110001001001001101112112121222221232212323233233010100001030000300332322323222222323303303030030003000000003
5 00010122212222122221221101010101010101101111221222323230010033332323232233232332303030030000300003
5 000011212221222222122221211000001000101011112121221222222322223233030000100000003232222223222332303303300303000300000003
5 0000010101112122222211211010101101111211222222232223232233333000103323303303333030003003
5 000112121221222330300303000112121212101000011010111121212122223232232333010100100003333222322232330330303033
5 0000000010012222222221110100100101010101111112122122122223333030121100003030303323323232232322222333033033
5 00001121000000000122122222222321233321221211110010010010111111221222232232323001001000303332322232233233330330300003
5 00000010101212323222221222121211003000010001011101111121121222122232232333303030012121211001000300303333332323222222122122333033030303003003
5 0000001001001011222232222212121010101110110111212212221222232233233230010010000033323323223222332333030000030303
5 001010000100100100122223223222121223303221121212121121010000001011121212212221223300030030332222232323303303303030303033
5 0100010112322222111211210010101010111112121222232323010000303303232323232233330330330303
5 00111221223222111211100010101111111212221222223232300100003030333322223233330333303030000003
5 00000112222212222122121110000000100100101010111121212122222232232232301001000000003033323232323222322122122323333333003000300003
5 01011001000300003032300101112212221222222232211010101101011112122212222232332333010110103000303323233232323033033033
5 01030000000011232212222222222212111010030003010000100100100110111211221212222222223222323230100010000103000030030333232232322322222212122123233332330330000003
5 0000100011222222323300101212111010010010010010101111122122122222222322323000100000300030303232232232232232232333303303
5 0001122122112112111000003000101011212121122122122122323301003003003030333212222222332333303303303003
5 000011222122212222121000300000100101111111212112122122222122322223232333333001121101010000000003003033033332322322212221222233303030300300300003
5 0000001011222222122111101000101101111212122122222212233300000300030333232222323333233303003003
5 00011122212221221212100010101011111112122122222322233233010001000000303332323223212223330303303033000003030123
5 00000000000112212322222121212110000000100001010110111121212122122222323223233233010101010010300003030303233232232222222223232333033033
6 0010121121212121211121112110003303303030000001012110121212121221222222322232333333303330303030303303031211210030033322
6 000121211112111211112110100330303030030001001111211121222122222223232333323333033303333030331221212121100000303030333222
6 000112121112121121121121111100333033303030300001101111121212122122222232232333303303303303303303303312111211003030333322
6 001121212121212112111100303030030000101011121112121212222232232332332333333030330303033003121211100000303033232222
6 0012111211212112112111210030030001011212121221222232333333033033033033030330331221000332
6 01121121212121112111111010100000303033222211223330030000101111122122122223223233233333303303303033030303
6 0001121211111211111111010003333033030303003010001101011211121221221212222222223232323332333033333033033033121211110300030330323222
6 000111121212212121121110100030030000011101212212221221222233232323233333330303303030300303
6 001121211211112111121111030303030300000111212121221212223223233333303333033330303303121003321032
6 000112221212121212112112111103003000001111212121222222223330323303330330330330303030030311030322
6 00111112111030300300100100010101011112112121212222122222323233323333333333303333121211121111010000000303030333232322322322
6 001211111211121121111110100033303303030303003001111121212121211212222222323333233303303333033303331221121211030303030332
6 0010112211211211111110101003303303000001001001101111221222222222322232232323233333333330303303031211001000003232322322
6 00111111111111111010100333232323000011010111112212223223233233333323333303323303
6 0001121212112121211211030003010001001010101111212222222223222322323323330333030303303030303312221210100010000000332323222232
6 01121121211212111210000100111212122122223233330333033033033030303303111010300303322222
6 0112112112121121111030003000101111211221212222223233233303333033030333030303031032122112100030303322
6 01012212112112112112111111033033030300001011121121212212222323232333033330303303303303030311211210030033033222
6 000112221221212121121121101030330303030300300000000101111212121212122212221222212323323232333033303303003030300312221212121212111000030003003030303033232222
7 000101121112112121212112212112121212122330303030303303030303303303032221222212221222330300300000030003
7 001000100030000300011111112110111111101121123333333233333333303233212212212232223211111011111233233333233333
7 00103010300000001011211211211211121212121121121223330330303323003033030330332222222232230300112323
7 01000030000000111211212121212121121212121122112212230330303033030033030303303030322222122222222330003003
7 000011011112111121121211212121122123333030303303033033033322122122233300030303
7 00100003000000000101111211121121211211211011012232323333033303303303303332221222222222232303
7 01000100300000000003000101212111211121121211211111122233303330333033030333033222222122222222232333
7 011000000010111121111121101121211212233033303330333033333222212222333033
7 0010121121121112112112112112112122303303303303303303330330332122221222123321112122330330303001103000030003
7 00011211112111111211111111223333333033333303333032221222221112233333001003000003
7 0000100000011111112111211212112112112232330330330330330333323222322333
7 000000000000000010111212121221212122303030030303030323222222222222122221010112323232330003
7 00011000010111112111212121112112211223333030330303303033303232222112122333303303
7 00101030030011111121111211121111112122333330333033033330333222122112112122330333033033
7 0010100000300301012121221212112121121212112111212122333033033030330303030330322232122123303033
7 000111011111121112111211211212333033033303330333333232122212112123330330030003
7 0000111112121121211212121212121121212233033030303303033030303032222222222333300000000003
7 00000000000000100101111121211212112121212121221212223303030030303303030303303033332222222222222233
7 001000000000030000110111111112111111211122330333333330332333222222222222233233
7 0011121212121212112121212121211211212233303303303030303030303322221222122122233033030303010100030000003003
7 0100000000000101111121211112121211211211223303303330303303033033332222222222223303
7 00000101121211212112112112121212112121222330303030330303033033030330322122212212121212112122333303300330033000030003
7 0000111121121121121121121121112122333033033303303303303303222122121121223333030303000003
7 00000000100110111121212121212121212121221211223303033030303003030303030303323232212222223303
7 00000000100010101111121211212121211212101221222333030303030303033030303333223222222221223303
7 00100000010112112112121211212112121211122333033033033030303303030322221222121222333003030303
7 0000000000001111211121121112111121121212233303303303330330333033221221212112223233333033
7 001001001001001000001012112112112112112111223303330303330330332322232232232211112233333233
8 0101121112121212111011112112122122222323330330303030323232333030303000001103033310321101003032322212121121100030333332
8 0000001010111212212121212121111111221221222323330330303303233333033030300312111030303032221032
8 00101011030300111212121121211101011112122122223233330330332323323333303030031212111010103033030332322211210003032322
8 000001011121221122122121110110121121212122222232333333033033333303030300030003112100303322
8 010111010122323232111101000001212221111112111212233233333333033333333030031211011033033322
8 00111211212112212121221221211111222222332323030030332333033030300000012222212121111010000300303030033030333311010003233222
8 0001011222212211211000003030030010121212212111012111212121222323323303330332233230333030303003121212101030303332
8 00000101112223211101003000001121212121111111221222122223232333033003030332332333330303111030303222
8 001122112121212121121011101211121212322333323033323232303010003003033030030303
8 00001001112323221211010030003000030000030012122122212221222212101101121222232323323303033323303310110003233222
8 000011111121211211211010101112122122232323333033232322333233303003003010030312121110010033032332321032103211003232
8 00111111212110001010101101101112122222232322323233233033323323303030330003103212111010001001000332323232232232
8 0000112232122221222121211101003003003030012122121221210101111121212212222332333033030303323323303303000300000312121211110000300333323232
8 000000001011121121211212101010110112121222122222323323303030303232323232333303030003122111010101003033030333222222112121010000030323232322
8 00000101112112112212122111111121122122222323333033030030303323333030303003121100303032221212110030303322
8 001030000001001112122122121221110100110112112122212222232323333033030303323233223330030003101010103003000303222222222212121111000003003323232322
8 00000101110111110110111111212122122222232323333333232323233333030300000312212101101000003003033221223323221221212110100103003033333222
8 0000011101211112111101110121212122122222323233303303003032323323333030030311221101003303332212122110000303032322
8 000101101221212121211111101121121212222323333303303033030333330303031121103030303222121211121100003303332332
8 00001010111011110011010111112121222212222222322332323330330323233303330303000311003322122222110010000300332322
8 00001010112112121212111101111212122122232233233303030300303333233033300311211010303033322211221212110100003033333232
8 0103001101112112121212121211111112122222322223233300303000332332333303303000003003122221211011010030300303033322221221210000033232
9 0000010112121111101111111111123233333333230322212222323000003033303003223212223003001121121223033303
9 0000010111011111211110111111123233333322122223223323233333303030300312221211121011000030303303333222
9 0012212212212121121110003000303033300112111211211211121111233333033033322212222323303303030303030003
9 0010101112112121121121121121121122233033033033303232323233030303030003122111003300033222
9 00000111030011121121212112121121121212121222333303030303030323222323330330303003
9 00000011210112121112111121111211122323330330333332222333330303030310321212110300303322
9 0000100111212322222211100030000111111212112112111222333033303303322222233233330330030003
9 0000011222212212211212100000303033030101112111211111121111223230333330333222123222233333030303003003
9 00001011223221222122121121100003000303000112212121121221121212112122233333010033003303223212323333033030030300031032
9 00001011101121121221211221121121211221223033030303303033222233330303303030031222112121100300030030332322
9 0000101011101111211211211211121122333033303322122222223233330330303300303003122121221121110000030030303033232322
